artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,duration_minutes
beyoncé,sorry,232560,True,2016,67,0.775,0.598,2,-7.274,1,0.0535,0.00175,4.44e-06,0.253,0.356,129.988,pop,3.876
little mix,shout out to my ex,246240,False,2017,1,0.773,0.747,5,-4.061,1,0.0889,0.0239,8.23e-06,0.11,0.8,126.014,pop,4.104
the lumineers,ophelia,160097,False,2016,0,0.664,0.576,5,-6.429,1,0.0286,0.63,0.000198,0.0902,0.621,76.026,pop,2.668283333333333
frank ocean,pink + white,184516,False,2016,79,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,hip hop,3.075266666666667
drake,too good,263373,True,2016,74,0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-05,0.1,0.397,117.996,hip hop,4.38955
ed sheeran,shape of you,233712,False,2017,84,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,pop,3.8952
sean paul,no lie,221176,False,2018,84,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04,hip hop,3.6862666666666666
luis fonsi,despacito (featuring daddy yankee),228200,False,2017,0,0.66,0.786,2,-4.757,1,0.17,0.209,0.0,0.112,0.846,177.833,pop,3.8033333333333332
sam smith,too good at goodbyes,201000,False,2017,79,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,pop,3.35
clean bandit,rockabye (feat. sean paul & anne-marie),251088,False,2016,75,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,pop,4.1848
camila cabello,havana (feat. young thug),216896,False,2017,1,0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,pop,3.6149333333333336
imagine dragons,thunder,187146,False,2017,1,0.6,0.81,0,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88,rock,3.1191
maroon 5,don't wanna know (feat. kendrick lamar),214265,False,2018,68,0.783,0.61,7,-6.124,1,0.0696,0.343,0.0,0.0983,0.418,100.047,pop,3.571083333333333
the chainsmokers,something just like this,247160,False,2017,83,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,pop,4.1193333333333335
ed sheeran,perfect,263400,False,2017,85,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,pop,4.39
mgmt,little dark age,299960,False,2018,81,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,rock,4.999333333333333
travis scott,goosebumps,243836,True,2016,83,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,hip hop,4.063933333333333
future,mask off,204600,True,2017,79,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,hip hop,3.41
g-eazy,him & i,268866,True,2017,0,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,hip hop,4.4811
maroon 5,cold (feat. future),234308,True,2017,0,0.697,0.716,9,-6.288,0,0.113,0.118,0.0,0.0424,0.506,99.905,pop,3.905133333333333
rae sremmurd,swang,208120,True,2016,75,0.681,0.314,8,-9.319,1,0.0581,0.2,9.82e-06,0.1,0.166,139.992,hip hop,3.4686666666666666
lil peep,save that shit,231546,True,2017,77,0.534,0.583,2,-8.672,1,0.0288,0.0262,0.0,0.421,0.145,105.997,hip hop,3.8591
a$ap ferg,plain jane,173600,True,2017,74,0.797,0.844,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142,hip hop,2.8933333333333335
french montana,unforgettable,233901,True,2017,82,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,hip hop,3.89835
21 savage,bank account,220306,True,2017,74,0.884,0.347,8,-8.227,0,0.35,0.015,7e-06,0.0871,0.376,75.016,hip hop,3.6717666666666666
axwell /\ ingrosso,more than you know,203000,False,2017,0,0.645,0.741,5,-4.989,0,0.0339,0.0323,0.0,0.29,0.534,123.07,pop,3.3833333333333333
zayn,dusk till dawn (feat. sia) - radio edit,239000,False,2017,77,0.259,0.437,11,-6.589,0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,pop,3.9833333333333334
j balvin,mi gente,189029,False,2017,53,0.548,0.701,11,-4.862,0,0.0914,0.0178,1.34e-05,0.134,0.309,104.237,latin,3.1504833333333333
jax jones,you don't know me - radio edit,213946,True,2016,1,0.876,0.669,11,-6.054,0,0.138,0.163,0.0,0.185,0.682,124.007,hip hop,3.5657666666666668
rae sremmurd,black beatles,291893,True,2016,75,0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926,hip hop,4.864883333333333
zara larsson,ain't my fault,224030,False,2017,67,0.576,0.782,6,-4.825,0,0.0296,0.00778,0.0,0.285,0.355,141.153,pop,3.733833333333333
travis scott,butterfly effect,190677,False,2017,0,0.763,0.598,11,-6.865,1,0.0539,0.0714,0.0,0.112,0.182,140.987,hip hop,3.17795
ayo & teo,rolex,238586,False,2017,69,0.804,0.886,1,-2.512,1,0.04,0.0837,0.0,0.266,0.789,144.946,hip hop,3.9764333333333335
lil uzi vert,xo tour llif3,182706,True,2017,81,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,hip hop,3.0451
imagine dragons,whatever it takes,201240,False,2017,80,0.672,0.655,10,-5.021,0,0.0311,0.0362,0.0,0.117,0.556,134.945,rock,3.354
jason derulo,swalla (feat. nicki minaj & ty dolla $ign),216408,True,2017,75,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,hip hop,3.6068
g-eazy,no limit,245386,True,2017,0,0.838,0.771,1,-3.791,1,0.244,0.0117,0.0,0.0853,0.405,175.957,hip hop,4.089766666666667
playboi carti,magnolia,181812,True,2017,77,0.791,0.582,11,-7.323,0,0.286,0.0114,0.0,0.35,0.443,162.991,hip hop,3.0302
chord overstreet,hold on,198853,False,2017,80,0.618,0.443,2,-9.681,1,0.0526,0.469,0.0,0.0829,0.167,119.949,pop,3.314216666666667
jax jones,breathe,207629,False,2017,58,0.722,0.744,11,-5.52,0,0.0363,0.0234,0.000157,0.143,0.686,125.985,hip hop,3.4604833333333334
imagine dragons,believer,204346,False,2017,1,0.779,0.787,10,-4.305,0,0.108,0.0524,0.0,0.14,0.708,124.982,rock,3.4057666666666666
natti natasha,criminal,232549,False,2017,74,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,pop,3.8758166666666667
kendrick lamar,humble.,177000,True,2017,0,0.906,0.625,1,-6.779,0,0.0903,0.000243,3.23e-05,0.0975,0.423,150.018,hip hop,2.95
selena gomez,fetish (feat. gucci mane),186112,False,2017,69,0.708,0.618,2,-4.424,1,0.0592,0.0204,6.81e-06,0.062,0.265,123.013,pop,3.1018666666666665
charlie puth,attention,211475,False,2017,0,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,pop,3.524583333333333
big shaq,man's not hot,186026,False,2017,62,0.905,0.884,0,-4.076,1,0.236,0.111,8.31e-05,0.107,0.588,135.048,pop,3.100433333333333
anne-marie,ciao adios,200104,False,2017,57,0.698,0.882,4,-3.078,0,0.0863,0.127,0.0,0.15,0.445,106.083,pop,3.3350666666666666
rag'n'bone man,human,200186,False,2017,76,0.602,0.707,9,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.087,R&B,3.3364333333333334
blackbear,do re mi,212027,True,2017,4,0.745,0.593,8,-6.35,1,0.0526,0.00522,5.25e-06,0.123,0.17,111.002,hip hop,3.5337833333333335
lil pump,gucci gang,124055,True,2017,64,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.117,0.699,119.889,hip hop,2.0675833333333333
taylor swift,look what you made me do,211853,False,2017,76,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,pop,3.530883333333333
enrique iglesias,subeme la radio (feat. descemer bueno & zion & lennox),207680,False,2017,70,0.688,0.822,0,-3.304,1,0.0537,0.0642,0.0,0.241,0.66,91.011,pop,3.461333333333333
kodak black,tunnel vision,268186,True,2017,51,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,hip hop,4.469766666666667
kendrick lamar,dna.,185946,True,2017,0,0.636,0.517,0,-6.759,1,0.36,0.00402,0.0,0.0874,0.394,139.928,hip hop,3.0991
a boogie wit da hoodie,drowning (feat. kodak black),209269,True,2017,0,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,hip hop,3.487816666666667
xxxtentacion,jocelyn flores,119133,True,2017,83,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,hip hop,1.98555
migos,bad and boujee (feat. lil uzi vert),343150,True,2017,72,0.926,0.666,11,-5.314,1,0.244,0.0611,0.0,0.123,0.168,127.079,hip hop,5.719166666666666
yo gotti,rake it up (feat. nicki minaj),276333,True,2017,67,0.91,0.444,1,-8.126,0,0.344,0.022,0.0,0.137,0.53,149.953,hip hop,4.60555
martin garrix,scared to be lonely,220883,False,2017,77,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,pop,3.6813833333333332
jonas blue,mama,181614,False,2017,51,0.739,0.792,11,-4.256,0,0.0418,0.091,0.0,0.0516,0.547,104.016,pop,3.0269
martin jensen,solo dance,174933,False,2016,0,0.744,0.836,6,-2.396,0,0.0507,0.0435,0.0,0.194,0.36,114.965,pop,2.91555
taylor swift,...ready for it?,208186,False,2017,73,0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,pop,3.4697666666666667
david guetta,2u (feat. justin bieber),194896,False,2017,67,0.548,0.65,8,-5.827,0,0.0591,0.219,0.0,0.225,0.557,144.937,hip hop,3.248266666666667
migos,slippery (feat. gucci mane),304041,True,2017,68,0.92,0.675,1,-5.661,0,0.263,0.307,0.0,0.104,0.749,141.967,hip hop,5.06735
shawn mendes,there's nothing holdin' me back,199440,False,2017,0,0.857,0.8,2,-4.035,1,0.0583,0.381,0.0,0.0913,0.966,121.996,pop,3.324
g-eazy,good life (with g-eazy & kehlani),225520,False,2017,63,0.572,0.778,1,-5.208,1,0.233,0.00638,0.0,0.0563,0.54,168.073,hip hop,3.7586666666666666
the vamps,all night,197640,False,2017,73,0.538,0.804,8,-5.194,1,0.0358,0.0041,0.0,0.33,0.507,144.992,pop,3.294
dua lipa,new rules,212000,False,2017,61,0.763,0.72,9,-5.181,0,0.0691,0.00261,1.11e-05,0.114,0.592,116.01,pop,3.533333333333333
cardi b,bodak yellow,223962,True,2017,59,0.929,0.723,11,-5.792,0,0.109,0.0672,0.0,0.346,0.458,125.022,hip hop,3.7327
rag'n'bone man,skin,239626,False,2017,67,0.564,0.745,0,-7.733,1,0.31,0.265,0.0,0.147,0.351,170.661,R&B,3.9937666666666667
zara larsson,i would like,226720,False,2017,57,0.486,0.713,2,-3.949,0,0.0524,0.0853,0.0,0.0839,0.297,121.028,pop,3.7786666666666666
dj khaled,wild thoughts (feat. rihanna & bryson tiller),204173,True,2017,72,0.671,0.672,0,-3.094,0,0.0688,0.0329,0.0,0.118,0.632,97.979,hip hop,3.4028833333333335
post malone,congratulations,220293,True,2016,81,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,hip hop,3.67155
avicii,without you (feat. sandro cavazza),181672,True,2017,77,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,pop,3.0278666666666667
clean bandit,symphony (feat. zara larsson),214866,False,2017,0,0.718,0.609,0,-4.699,0,0.043,0.281,3.29e-05,0.234,0.497,122.95,pop,3.5811
katy perry,chained to the rhythm,237733,False,2017,69,0.562,0.8,0,-5.404,1,0.112,0.0814,0.0,0.199,0.471,95.029,pop,3.9622166666666665
zay hilfigerrr,juju on that beat (tz anthem),144244,False,2016,57,0.807,0.887,1,-3.892,1,0.275,0.00381,0.0,0.391,0.78,160.517,set(),2.4040666666666666
calvin harris,"feels (feat. pharrell williams, katy perry & big sean)",223413,True,2017,79,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018,hip hop,3.72355
migos,t-shirt,242407,True,2017,64,0.865,0.687,10,-3.744,0,0.217,0.242,0.0,0.158,0.486,139.023,hip hop,4.040116666666667
onerepublic,rich love (with seeb),201256,False,2017,64,0.401,0.872,1,-3.641,0,0.314,0.167,0.0,0.362,0.472,104.592,pop,3.3542666666666667
maggie lindemann,pretty girl - cheat codes x cade remix,193613,True,2017,61,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,rock,3.2268833333333333
macklemore,glorious (feat. skylar grey),220454,True,2017,74,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,hip hop,3.6742333333333335
hayden james,numb,217296,True,2019,47,0.617,0.558,10,-7.046,0,0.0431,0.184,1.03e-06,0.0911,0.4,147.932,pop,3.6216
liam payne,strip that down,204502,False,2017,1,0.869,0.485,6,-5.595,1,0.0545,0.246,0.0,0.0765,0.527,106.028,pop,3.4083666666666668
justin bieber,friends (with bloodpop®),189466,False,2017,0,0.744,0.739,8,-5.35,1,0.0387,0.00459,0.0,0.306,0.649,104.99,pop,3.157766666666667
zayn,"i don’t wanna live forever (fifty shades darker) - from ""fifty shades darker (original motion picture soundtrack)""",245200,False,2016,0,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,pop,4.086666666666667
2 chainz,it's a vibe,210200,True,2017,71,0.822,0.502,7,-7.38,1,0.148,0.0312,0.000887,0.114,0.525,73.003,hip hop,3.5033333333333334
starley,call on me - ryan riback remix,222040,False,2016,48,0.67,0.838,0,-4.031,1,0.0362,0.0605,0.000611,0.159,0.716,105.0,pop,3.7006666666666668
ajr,weak,201160,False,2017,0,0.673,0.637,5,-4.518,1,0.0429,0.137,0.0,0.184,0.678,123.98,rock,3.3526666666666665
lana del rey,lust for life (with the weeknd),264011,False,2017,0,0.499,0.676,0,-8.618,0,0.0582,0.588,0.00484,0.358,0.295,99.979,pop,4.400183333333334
cnco,reggaetón lento (remix),188786,False,2017,0,0.623,0.909,4,-3.079,0,0.0758,0.158,0.0,0.0972,0.651,93.984,pop,3.1464333333333334
the vamps,middle of the night,174600,False,2017,61,0.588,0.749,11,-4.323,0,0.058,0.0037,0.0,0.0813,0.397,130.093,pop,2.91
the weeknd,i feel it coming,269186,False,2016,78,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987,pop,4.486433333333333
the chainsmokers,paris,221506,False,2017,73,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,pop,3.6917666666666666
big sean,bounce back,222360,True,2017,71,0.78,0.575,1,-5.628,0,0.139,0.106,0.0,0.129,0.273,81.502,hip hop,3.706
shawn mendes,mercy,208733,False,2017,0,0.561,0.674,4,-4.882,0,0.0818,0.118,0.0,0.111,0.383,148.127,pop,3.4788833333333335
avicii,lonely together (feat. rita ora),181812,False,2017,53,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,pop,3.0302
cheat codes,no promises (feat. demi lovato),223503,False,2017,68,0.741,0.667,10,-5.445,1,0.134,0.0575,0.0,0.106,0.595,112.956,pop,3.72505
bruno mars,24k magic,225983,False,2016,78,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,pop,3.766383333333333
lorde,homemade dynamite - remix,214254,True,2017,8,0.781,0.548,0,-4.997,0,0.0764,0.229,0.0,0.127,0.175,106.996,pop,3.5709
kygo,it ain't me (with selena gomez),220780,False,2017,75,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,pop,3.679666666666667
drake,god's plan,198973,True,2018,81,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,hip hop,3.3162166666666666
post malone,rockstar (feat. 21 savage),218146,True,2018,83,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,hip hop,3.6357666666666666
offset,ric flair drip (with metro boomin),172800,True,2017,80,0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,hip hop,2.88
g-eazy,him & i (with halsey),268866,True,2017,75,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,hip hop,4.4811
dynoro,in my mind,184560,False,2018,78,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,pop,3.076
juice wrld,lucid dreams,239835,True,2018,84,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,hip hop,3.99725
zedd,the middle,184732,False,2018,80,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,hip hop,3.078866666666667
marshmello,friends,202620,True,2018,78,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,pop,3.377
cardi b,i like it,253390,True,2018,79,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,hip hop,4.223166666666667
xxxtentacion,moonlight,135090,True,2018,82,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,hip hop,2.2515
ariana grande,no tears left to cry,205920,False,2018,77,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,pop,3.432
sheck wes,mo bamba,183906,True,2018,77,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,hip hop,3.0651
calvin harris,one kiss (with dua lipa),214846,False,2018,81,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,hip hop,3.580766666666667
tyga,taste (feat. offset),232959,True,2018,73,0.884,0.559,0,-7.442,1,0.12,0.0236,0.0,0.101,0.342,97.994,hip hop,3.88265
travis scott,sicko mode,312820,True,2018,81,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,hip hop,5.213666666666667
imagine dragons,natural,189466,False,2018,80,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,rock,3.157766666666667
dj snake,"taki taki (with selena gomez, ozuna & cardi b)",212500,True,2018,76,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,hip hop,3.5416666666666665
marshmello,spotlight,177600,False,2018,71,0.546,0.822,7,-4.483,1,0.151,0.0145,0.0,0.742,0.615,150.06,pop,2.96
the weeknd,pray for me (with kendrick lamar),211440,True,2018,69,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584,pop,3.524
migos,walk it talk it,276147,True,2018,75,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,hip hop,4.60245
clean bandit,solo (feat. demi lovato),222653,False,2018,71,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,pop,3.7108833333333333
drake,nonstop,238614,True,2018,77,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,hip hop,3.9769
6ix9ine,fefe,179404,True,2018,42,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.376,125.978,hip hop,2.990066666666667
the weeknd,call out my name,228373,False,2018,80,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,pop,3.806216666666667
nio garcia,te boté - remix,417920,True,2018,76,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,latin,6.965333333333334
migos,motorsport,303076,True,2018,72,0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,hip hop,5.051266666666667
nicky jam,x,172854,False,2019,74,0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968,latin,2.8809
xxxtentacion,sad!,166605,True,2018,82,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,hip hop,2.77675
becky g,sin pijama,188560,False,2018,69,0.791,0.745,11,-3.695,0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,pop,3.1426666666666665
machine gun kelly,"home (with machine gun kelly, x ambassadors & bebe rexha)",202804,False,2017,71,0.653,0.718,3,-5.232,0,0.213,0.00413,0.0,0.0537,0.216,82.034,hip hop,3.3800666666666666
6ix9ine,gummo,157643,True,2018,63,0.66,0.775,2,-4.926,1,0.172,0.0553,0.0,0.129,0.635,157.036,hip hop,2.6273833333333334
the chainsmokers,sick boy,193200,False,2018,69,0.663,0.577,11,-7.518,0,0.0531,0.109,0.0,0.12,0.454,89.996,pop,3.22
jay rock,"king's dead (with kendrick lamar, future & james blake)",229670,True,2018,71,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133,hip hop,3.8278333333333334
rich the kid,plug walk,175229,True,2018,72,0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981,hip hop,2.9204833333333333
kendrick lamar,all the stars (with sza),232186,True,2018,80,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,hip hop,3.8697666666666666
logic,everyday,204746,True,2018,69,0.667,0.741,1,-4.099,1,0.0378,0.0425,0.0,0.0761,0.422,149.908,hip hop,3.4124333333333334
jason derulo,tip toe (feat. french montana),187521,False,2017,64,0.845,0.709,10,-4.547,0,0.0714,0.0233,0.0,0.094,0.62,98.062,hip hop,3.12535
ariana grande,god is a woman,197546,True,2018,78,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,pop,3.2924333333333333
rae sremmurd,powerglide (feat. juicy j) - from sr3mm,332300,True,2018,66,0.713,0.831,1,-4.75,0,0.15,0.0168,0.0,0.118,0.584,173.948,hip hop,5.538333333333333
eo,german,170825,False,2018,67,0.862,0.583,8,-6.26,0,0.0654,0.811,1.86e-05,0.191,0.852,103.019,set(),2.8470833333333334
dennis lloyd,nevermind,156600,False,2017,74,0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,pop,2.61
selena gomez,wolves,197993,False,2017,78,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,pop,3.2998833333333333
tiësto,jackie chan,215759,True,2018,72,0.747,0.834,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005,pop,3.5959833333333333
tom walker,leave a light on,185863,False,2017,70,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78e-06,0.133,0.267,68.976,rock,3.0977166666666665
sofía reyes,"1, 2, 3 (feat. jason derulo & de la ghetto)",201526,False,2018,65,0.792,0.895,1,-3.112,0,0.0589,0.165,0.0,0.0501,0.794,94.968,pop,3.3587666666666665
marshmello,silence,180822,False,2017,80,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,pop,3.0137
5 seconds of summer,youngblood,203417,False,2018,69,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,pop,3.3902833333333335
loud luxury,body (feat. brando),163216,False,2017,0,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,pop,2.720266666666667
liam payne,for you (fifty shades freed) (& rita ora),245453,False,2018,62,0.541,0.787,2,-4.618,0,0.0331,0.0167,0.0,0.157,0.2,113.0,pop,4.090883333333333
nf,let you down,212120,False,2017,79,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,hip hop,3.5353333333333334
cardi b,bodak yellow,223712,True,2018,72,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,hip hop,3.7285333333333335
lil baby,yes indeed,142273,True,2018,79,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,hip hop,2.3712166666666668
jonas blue,rise,194407,False,2018,70,0.687,0.785,1,-4.65,1,0.0333,0.327,0.0,0.203,0.655,106.046,pop,3.2401166666666668
david guetta,flames,194680,False,2018,59,0.631,0.649,5,-5.892,0,0.0385,0.0817,3.8e-06,0.0934,0.421,93.95,hip hop,3.244666666666667
ozuna,vaina loca,176133,False,2018,72,0.754,0.805,6,-4.249,1,0.0752,0.315,0.0,0.203,0.555,93.982,latin,2.93555
charlie puth,how long,200853,False,2018,72,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,pop,3.34755
post malone,better now,231266,True,2018,80,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,hip hop,3.854433333333333
blocboy jb,look alive (feat. drake),181263,True,2018,73,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,hip hop,3.02105
eminem,river (feat. ed sheeran),221013,True,2017,72,0.748,0.749,8,-5.916,0,0.516,0.142,0.0,0.0713,0.659,90.09,hip hop,3.68355
marshmello,happier,214289,False,2018,82,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,pop,3.571483333333333
dean lewis,be alright,196373,True,2018,79,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,pop,3.272883333333333
